Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Tree,CK Corporation,Tree structure with customisable URL as well as various formatting and customisation options,1.0.8.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://ck-corp.github.io/TreePowerBIVisual/Privacy,https://ck-corp.github.io/TreePowerBIVisual,12/13/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000621,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/D3JsTree2F7A67F154D04FA3A4CA3E01DE5AE54B.1.0.8.0.pbiviz,D3JsTree2F7A67F154D04FA3A4CA3E01DE5AE54B
TreeViz,AutoCont CZ a.s.,Tree structure data visualization,1.0.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://github.com/AC-PAS-NAV3-dev01/PowerBI-visuals-TreeViz/blob/master/Privacy.md,https://github.com/AC-PAS-NAV3-dev01/PowerBI-visuals-TreeViz,12/13/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381325,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/treeviz2DC46116C4554E20B59DD525EA4DC972.1.0.2.0.pbiviz,treeviz2DC46116C4554E20B59DD525EA4DC972
3AG Systems - Bar Chart With Absolute Variance,3AG Systems,Automatically calculates absolute variance and displays an overlapped bar chart with the variance,1.0.2.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682479/Asset_3d9db0c7-b180-4bf8-b28d-65e9140de163/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/bar-chart-with-absolute-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381802,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B190.1.0.2.0.pbiviz,PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B190
3AG Systems - Bar Chart With Relative Variance,3AG Systems,Calculates percentage change and displays an overlapped bar chart with lollipop variance,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682726/Asset_1e9fb584-f692-436e-a1dd-be1df26ad4f3/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/bar-chart-with-relative-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381912,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200.1.0.1.0.pbiviz,PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F778869B200
3AG Systems - Column Chart With Relative Variance,3AG Systems,Calculates percentage change and displays an overlapped column chart with lollipop variance,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682539/Asset_573e7ca6-2df0-4836-a464-00f7c2a290c1/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/column-chart-with-relative-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381803,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B192.1.0.1.0.pbiviz,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B192
3AG Systems - Column Chart With Small Multiples,3AG Systems,Produces multiple overlapped column charts for each element in the group,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682480/Asset_2e165b7c-1a3e-4446-836d-0fca5da17ae0/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/column-chart-with-small-multiples,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381810,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B191.1.0.1.0.pbiviz,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B191
3AG Systems - Column Chart with Variance,3AG Systems,This chart allows you to use two datasets to generate an overlapping column chart with variance.,1.0.2.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682261/Asset_6cdd9233-3e3d-4655-9c0f-1cc765f366e3/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/column-chart-with-absolute-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381724,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190.1.0.2.0.pbiviz,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B190
3AG Systems - Line chart with absolute variance,3AG Systems,Automatically calculates absolute variance and displays data in a line chart with the variance on to,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682864/Asset_b1a7e67b-016b-4d92-81b5-68c475de48fc/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/line-chart-with-absolute-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381988,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B999.1.0.1.0.pbiviz,PBI_3AGSystems_0B9C9FBA_15A2_4A94_8AE4_8F778869B999
3AG Systems - OEE Dashboard,3AG Systems,Display OEE and constituent components for any number of machines in a factory,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949683806/Asset_c4e313c1-dda1-45a6-a10f-06d889079de9/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/oee-dashboard,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001065,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/OEEDashboardC5D851AEA90A435C929FA6EBDC442CA7.1.0.1.0.pbiviz,OEEDashboardC5D851AEA90A435C929FA6EBDC442CA7
3AG Systems – Column Chart With Upper and Lower Bounds,3AG Systems,Quickly identify out-of-bounds column chart entries.,1.0.0.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949682479/Asset_3d9db0c7-b180-4bf8-b28d-65e9140de163/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/column-chart-with-upper-and-lower-bounds,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001465,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ColumnChartWithUpperandLowerBoundsBF61B285CAD84241BA581341AF4D3CB9.1.0.0.0.pbiviz,ColumnChartWithUpperandLowerBoundsBF61B285CAD84241BA581341AF4D3CB9
3AG Systems – Income Statement with Variance,3AG Systems,Automatically calculates absolute and relative (%) variance then displays income statement,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848116/Product_42949683454/Asset_7647cf59-e675-4388-8892-834bce6729ac/EULA.pdf,https://3agsystems.sharepoint.com/:b:/g/EROM9Ilc265Cky7sI_PRhboBoaxkhbp13eNua3nuN0nA0g?e=6V8FaD,https://www.3agsystems.com/blog/income-statement-with-absolute-and-relative-variance,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000330,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F7788699999.1.0.1.0.pbiviz,PBI_CV_0B9C9FBA_15A2_4A94_8AE4_8F7788699999
Acterys Matrix Light,Managility,Flexible matrix reporting with selective drill down and filtering.,1.0.2.0,https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847638/Product_42949681640/Asset_a147583b-1b3c-477c-9727-5d3c6dad04cf/VisualEULA.docx,https://www.acterys.com/privacy,https://managility.freshdesk.com/support/home,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381371,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PBI_CV_32852E50B30D4D70ACC1C55C87F71ED0.1.0.2.0.pbiviz,PBI_CV_32852E50B30D4D70ACC1C55C87F71ED0
Acterys Matrix Planning For Power BI Gen2,Managility,Acterys Matrix enables comprehensive write back & planning from Power BI,5.2.3.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://acterys.com/privacy-power-bi-visuals/,https://knowledge.acterys.com/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/managility.acterysmatrixgen2,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/APMatrixGen2A2CB25DE561642C29913615B889C57EA.5.2.3.1.pbiviz,APMatrixGen2A2CB25DE561642C29913615B889C57EA
Bubble Chart by Akvelon,Akvelon,Visualize your quantitative data easily with Bubble Chart by Akvelon,2.2.2.0,https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847384/Product_42949681626/Asset_e6bf2d6e-1d02-4e49-bec2-9f84acbb60a5/Akveloneula.docx,https://akvelon.com/wp-content/uploads/2018/09/Akvelon-Privacy-Policy-Power-BI-Custom-Visuals.pdf,https://akvelon.com/feedback/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381340,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/bubbleChartEEDCDFA388784AEEAB47972BC1626196.2.2.2.0.pbiviz,bubbleChartEEDCDFA388784AEEAB47972BC1626196
Craydec Control Charts,Craydec Oy,Control charts for Power BI. Analyze & track your processes and see whether they are in control.,2.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474848791/Product_42949683078/Asset_51d1f48c-c366-4040-891b-b22cfaa63157/eula.pdf,https://craydec.com/privacy-policy/,https://craydec.com/control-chart-support,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104382092,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/cdControlChart52F830844F134A04A4F0FC09DBEE5576.2.0.1.0.pbiviz,cdControlChart52F830844F134A04A4F0FC09DBEE5576
Custom Calendar by Akvelon,Akvelon,Customize how you visualize day-to-day data with this easy to use Custom Calendar,2.0.1.0,https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847384/Product_42949681345/Asset_d8db677f-58a0-4c6c-80ad-5a2d2a6cefbe/Akveloneula.docx,https://akvelon.com/wp-content/uploads/2018/09/Akvelon-Privacy-Policy-Power-BI-Custom-Visuals.pdf,https://akvelon.com/feedback/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381179,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/calendarVisual5E37BB8CB2CB427ABE4F9EAAE66C5223.2.0.1.0.pbiviz,calendarVisual5E37BB8CB2CB427ABE4F9EAAE66C5223
GANTT by Lingaro,Lingaro,Track all your projects with full visibility of every phase and milestone!,3.0.0.1,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474849143/Product_42949683352/Asset_77a98c36-9316-4d09-8e30-0264c8e6db6d/EULA.docx,https://lingarogroup.com/gantt-chartt-privacy-policy/,https://lingarogroup.com/contact_us-business_inquiry,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/lingaro.ganttbylingaro,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/powerBIGanttChartCertificationEDB15A648FAA4257A190BB4E1117FD58.3.0.0.1.pbiviz,powerBIGanttChartCertificationEDB15A648FAA4257A190BB4E1117FD58
Hierarchy Chart by Akvelon,Akvelon,Show any type of hierarchical data in a tree format such as organization and family trees,1.0.1.0,https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847384/Product_42949681606/Asset_f721a8e5-247c-4f4d-9282-076c0dcb8ccc/Akveloneula.docx,https://akvelon.com/privacy-policy/,https://akvelon.com/feedback/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381333,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/hierarchyChartByAkvelon6F792A8745784877BCD8F4ACA5AD4207.1.0.1.0.pbiviz,hierarchyChartByAkvelon6F792A8745784877BCD8F4ACA5AD4207
Image Grid,Fredrik Hedenström,Visualize images in Power BI.,1.0.1.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474846987/Product_42949681639/Asset_92ccc105-a822-402a-887b-bb7db00352fa/LICENSE.txt,https://github.com/fredrikheden/imagegrid/blob/master/PRIVACY.MD,https://www.fredrikhedenstrom.com/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381355,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ImageGrid_FC5183B9_926C_45E0_B5F7_0CE9EAF1DA9B.1.0.1.0.pbiviz,ImageGrid_FC5183B9_926C_45E0_B5F7_0CE9EAF1DA9B
KPI Chart by Akvelon,Akvelon,Show your KPI lines with dynamic ranges to assess your progress,1.1.0.0,https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847384/Product_42949681799/Asset_954df115-5d44-4963-b614-b777a66b090c/Akveloneula.docx,https://akvelon.com/privacy-policy/,https://akvelon.com/feedback/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381432,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/kPI0A9FD39FD55944609DA4A968BE175489.1.1.0.0.pbiviz,kPI0A9FD39FD55944609DA4A968BE175489
Pdf Viewer,DS Analytics AB,This visual utilizes PDF JS to display PDF documents from base64 encoded strings.,1.2.2.6,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.dropbox.com/s/xdmhlv9kb1e45ft/Privacy.txt,https://datadrivenideas.wordpress.com/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104382087,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pdfViewer392A657C115F4015AD64793E71199A8B.1.2.2.6.pbiviz,pdfViewer392A657C115F4015AD64793E71199A8B
Simple Waterfall,DATANOMY TECHNOLOGIES LIMITED,Define waterfall pillars | Advance Formatting | Fully customisable | Drillable |,2.0.10.4,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474849147/Product_42949683358/Asset_17cf7eb7-12fd-4b4a-a481-c93e460d1c19/LicenseAgreement.docx,https://www.datanomy.uk/simple-waterfall-privacy-policy,https://www.datanomy.uk/contact-us/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000195,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/SimpleWaterfall.2.0.10.4.pbiviz,SimpleWaterfall
Social Network Graph,Arthur Graus Training & Consultancy,"Visualize social networks like facebook, linkedin or organization graphs.",1.0.0.0,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474838298/Product_42949681360/Asset_e19a0aef-e10c-4fc9-a42f-d8f4b2bc3140/PowerBIDefaultCustomVisualEULA.pdf,https://www.arthurgraus.nl/privacy.html,https://www.arthurgraus.nl/contact.html,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381236,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/socialNetworkGraph99E9F31DDFD7429BACA50118466E4D11.1.0.0.0.pbiviz,socialNetworkGraph99E9F31DDFD7429BACA50118466E4D11
Ultimate Decomposition Tree,dataviz.boutique GmbH,The Decomposition Tree can display hierarchical Information in combination with Images & Measures,4.0.1.0,https://dataviz.boutique/2020/02/02/terms-of-use/,https://dataviz.boutique/2017/02/12/privacystatement/,https://dataviz.boutique/2018/04/24/microsoft-power-bi-ultimate-decomposition-tree-visualization/,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381663,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/treeImageFreeE1148639291D450198F892FA45A672BC.4.0.1.0.pbiviz,treeImageFreeE1148639291D450198F892FA45A672BC
Zebra BI Tables 5.4.1 (deprecated),Zebra BI,The Zebra BI Tables 5.4.1 (deprecated) is still supported but it is no longer developed.,5.4.1.3,https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474849398/Product_42949683699/Asset_031bc2fd-4533-432e-9b55-55f8bb9ba00c/ZebraTermsandconditionsZebraBI.pdf,https://zebrabi.com/privacy-policy-visuals/,https://zebrabi.com/pbi-help,12/12/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000804,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/variance8E4BB1B41A8942A7B897C7014A6E1F56.5.4.1.3.pbiviz,variance8E4BB1B41A8942A7B897C7014A6E1F56
Acterys Reporting - xP&A Edition,Managility,"Professional financial reports with custom calculations, comments & visualizations according to IBCS",2.5.20.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://acterys.com/privacy-power-bi-visuals/,https://knowledge.acterys.com/acterys-reporting,12/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/managility.acterysreporting-xpna,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/acterysReportingxPnA.2.5.20.0.pbiviz,acterysReportingxPnA
Bowtie Chart by MAQ Software,MAQ LLC,Show the flow of data from one category/process to another.,4.0.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://maqsoftware.com/privacystatement,https://maqsoftware.com/expertise/powerbi,12/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380838,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/BowtieChart1465021618681.4.0.1.0.pbiviz,BowtieChart1465021618681
Brick Chart by MAQ Software,MAQ LLC,Show the percentage breakdown of a data set with multi-color shaded bricks.,4.0.1.0,https://maqsoftware.com/pbivisualseula,https://maqsoftware.com/privacystatement,https://maqsoftware.com/expertise/powerbi,12/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380836,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/BrickChart1454871868044.4.0.1.0.pbiviz,BrickChart1454871868044
